campaign_id,repeat_index,run_id,clock_div0,clock_div1,desired_baud,target_packets,receiver_timeout_s,rx_base_freq_hz,deviation_hz,rx_data_rate_baud,rx_bandwidth_hz,tag_serial_log,receiver_raw_log,notes,status,reason,received_rows,valid_rows,target_packets_required,packet_error_count,packet_count_for_per,per,ber,avg_rssi_dbm
20260421_015611,1,d36_d30_b100k,36,30,100000,200,180,2453819427,355468,99975,812500,D:\Coursework\wcnes-project2026\automation\results\20260421_015611\raw\d36_d30_b100k\repeat_01_tag_serial.txt,D:\Coursework\wcnes-project2026\automation\results\20260421_015611\raw\d36_d30_b100k\repeat_01_receiver_raw.txt,from_summary,ok,,200,200,200,54,200,0.27,0.046205357142857145,-91.225
20260421_015611,1,d34_d32_b100k,34,32,100000,200,180,2453791259,126953,99975,406250,D:\Coursework\wcnes-project2026\automation\results\20260421_015611\raw\d34_d32_b100k\repeat_01_tag_serial.txt,D:\Coursework\wcnes-project2026\automation\results\20260421_015611\raw\d34_d32_b100k\repeat_01_receiver_raw.txt,from_summary,ok,,200,200,200,34,200,0.17,0.031339285714285715,-90.215
20260421_015611,1,d36_d32_b100k,36,32,100000,200,180,2453688903,228515,99975,541666,D:\Coursework\wcnes-project2026\automation\results\20260421_015611\raw\d36_d32_b100k\repeat_01_tag_serial.txt,D:\Coursework\wcnes-project2026\automation\results\20260421_015611\raw\d36_d32_b100k\repeat_01_receiver_raw.txt,from_summary,ok,,200,200,200,45,200,0.225,0.03464285714285714,-91.055
20260421_015611,1,d36_d34_b100k,36,34,100000,200,180,2453574249,114257,99975,325000,D:\Coursework\wcnes-project2026\automation\results\20260421_015611\raw\d36_d34_b100k\repeat_01_tag_serial.txt,D:\Coursework\wcnes-project2026\automation\results\20260421_015611\raw\d36_d34_b100k\repeat_01_receiver_raw.txt,from_summary,ok,,200,200,200,40,200,0.2,0.013616071428571429,-90.765
20260421_015611,2,d18_d16_b100k,18,16,100000,200,180,2457378082,457031,99975,812500,D:\Coursework\wcnes-project2026\automation\results\20260421_015611\raw\d18_d16_b100k\repeat_02_tag_serial.txt,D:\Coursework\wcnes-project2026\automation\results\20260421_015611\raw\d18_d16_b100k\repeat_02_receiver_raw.txt,from_summary,ok,,200,200,200,45,200,0.225,0.054776785714285715,-93.16
20260421_015611,2,d20_d18_b100k,20,18,100000,200,180,2456596923,355468,99975,812500,D:\Coursework\wcnes-project2026\automation\results\20260421_015611\raw\d20_d18_b100k\repeat_02_tag_serial.txt,D:\Coursework\wcnes-project2026\automation\results\20260421_015611\raw\d20_d18_b100k\repeat_02_receiver_raw.txt,from_summary,ok,,200,200,200,64,200,0.32,0.05714285714285714,-91.85
20260421_015611,2,d22_d20_b100k,22,20,100000,200,180,2455965728,304687,99975,812500,D:\Coursework\wcnes-project2026\automation\results\20260421_015611\raw\d22_d20_b100k\repeat_02_tag_serial.txt,D:\Coursework\wcnes-project2026\automation\results\20260421_015611\raw\d22_d20_b100k\repeat_02_receiver_raw.txt,from_summary,ok,,200,200,200,64,200,0.32,0.05669642857142857,-91.14
20260421_015611,2,d24_d22_b100k,24,22,100000,200,180,2455444824,253906,99975,650000,D:\Coursework\wcnes-project2026\automation\results\20260421_015611\raw\d24_d22_b100k\repeat_02_tag_serial.txt,D:\Coursework\wcnes-project2026\automation\results\20260421_015611\raw\d24_d22_b100k\repeat_02_receiver_raw.txt,from_summary,ok,,200,200,200,44,200,0.22,0.045535714285714284,-90.495
20260421_015611,2,d26_d22_b100k,26,22,100000,200,180,2455244476,457031,99975,812500,D:\Coursework\wcnes-project2026\automation\results\20260421_015611\raw\d26_d22_b100k\repeat_02_tag_serial.txt,D:\Coursework\wcnes-project2026\automation\results\20260421_015611\raw\d26_d22_b100k\repeat_02_receiver_raw.txt,from_summary,ok,,200,200,200,48,200,0.24,0.05183035714285714,-92.985
20260421_015611,2,d26_d24_b100k,26,24,100000,200,180,2455007629,203125,99975,541666,D:\Coursework\wcnes-project2026\automation\results\20260421_015611\raw\d26_d24_b100k\repeat_02_tag_serial.txt,D:\Coursework\wcnes-project2026\automation\results\20260421_015611\raw\d26_d24_b100k\repeat_02_receiver_raw.txt,from_summary,ok,,200,200,200,50,200,0.25,0.03183035714285714,-90.46
20260421_015611,2,d28_d24_b100k,28,24,100000,200,180,2454836242,380859,99975,812500,D:\Coursework\wcnes-project2026\automation\results\20260421_015611\raw\d28_d24_b100k\repeat_02_tag_serial.txt,D:\Coursework\wcnes-project2026\automation\results\20260421_015611\raw\d28_d24_b100k\repeat_02_receiver_raw.txt,from_summary,ok,,200,200,200,45,200,0.225,0.04383928571428571,-91.25
20260421_015611,2,d28_d26_b100k,28,26,100000,200,180,2454635894,177734,99975,464285,D:\Coursework\wcnes-project2026\automation\results\20260421_015611\raw\d28_d26_b100k\repeat_02_tag_serial.txt,D:\Coursework\wcnes-project2026\automation\results\20260421_015611\raw\d28_d26_b100k\repeat_02_receiver_raw.txt,from_summary,ok,,200,200,200,32,200,0.16,0.0190625,-91.32
20260421_015611,2,d30_d26_b100k,30,26,100000,200,180,2454487121,330078,99975,812500,D:\Coursework\wcnes-project2026\automation\results\20260421_015611\raw\d30_d26_b100k\repeat_02_tag_serial.txt,D:\Coursework\wcnes-project2026\automation\results\20260421_015611\raw\d30_d26_b100k\repeat_02_receiver_raw.txt,from_summary,ok,,200,200,200,65,200,0.325,0.04473214285714286,-90.795
20260421_015611,2,d32_d26_b100k,32,26,100000,200,180,2454356597,457031,99975,812500,D:\Coursework\wcnes-project2026\automation\results\20260421_015611\raw\d32_d26_b100k\repeat_02_tag_serial.txt,D:\Coursework\wcnes-project2026\automation\results\20260421_015611\raw\d32_d26_b100k\repeat_02_receiver_raw.txt,from_summary,ok,,200,200,200,96,200,0.48,0.06535714285714286,-93.11
20260421_015611,2,d30_d28_b100k,30,28,100000,200,180,2454315338,152343,99975,406250,D:\Coursework\wcnes-project2026\automation\results\20260421_015611\raw\d30_d28_b100k\repeat_02_tag_serial.txt,D:\Coursework\wcnes-project2026\automation\results\20260421_015611\raw\d30_d28_b100k\repeat_02_receiver_raw.txt,from_summary,ok,,200,200,200,62,200,0.31,0.031517857142857146,-91.205
20260421_015611,2,d32_d28_b100k,32,28,100000,200,180,2454185211,279296,99975,812500,D:\Coursework\wcnes-project2026\automation\results\20260421_015611\raw\d32_d28_b100k\repeat_02_tag_serial.txt,D:\Coursework\wcnes-project2026\automation\results\20260421_015611\raw\d32_d28_b100k\repeat_02_receiver_raw.txt,from_summary,ok,,200,200,200,57,200,0.285,0.041294642857142856,-90.315
20260421_015611,2,d34_d28_b100k,34,28,100000,200,180,2454070159,406250,99975,812500,D:\Coursework\wcnes-project2026\automation\results\20260421_015611\raw\d34_d28_b100k\repeat_02_tag_serial.txt,D:\Coursework\wcnes-project2026\automation\results\20260421_015611\raw\d34_d28_b100k\repeat_02_receiver_raw.txt,from_summary,ok,,200,200,200,57,200,0.285,0.047857142857142855,-92.005
20260421_015611,2,d32_d30_b100k,32,30,100000,200,180,2454036437,139648,99975,406250,D:\Coursework\wcnes-project2026\automation\results\20260421_015611\raw\d32_d30_b100k\repeat_02_tag_serial.txt,D:\Coursework\wcnes-project2026\automation\results\20260421_015611\raw\d32_d30_b100k\repeat_02_receiver_raw.txt,from_summary,ok,,200,200,200,54,200,0.27,0.03526785714285714,-90.495
20260421_015611,2,d34_d30_b100k,34,30,100000,200,180,2453921386,253906,99975,650000,D:\Coursework\wcnes-project2026\automation\results\20260421_015611\raw\d34_d30_b100k\repeat_02_tag_serial.txt,D:\Coursework\wcnes-project2026\automation\results\20260421_015611\raw\d34_d30_b100k\repeat_02_receiver_raw.txt,from_summary,ok,,200,200,200,44,200,0.22,0.040669642857142856,-90.22
20260421_015611,2,d36_d30_b100k,36,30,100000,200,180,2453819427,355468,99975,812500,D:\Coursework\wcnes-project2026\automation\results\20260421_015611\raw\d36_d30_b100k\repeat_02_tag_serial.txt,D:\Coursework\wcnes-project2026\automation\results\20260421_015611\raw\d36_d30_b100k\repeat_02_receiver_raw.txt,from_summary,ok,,200,200,200,54,200,0.27,0.04808035714285714,-91.12
20260421_015611,2,d34_d32_b100k,34,32,100000,200,180,2453791259,126953,99975,406250,D:\Coursework\wcnes-project2026\automation\results\20260421_015611\raw\d34_d32_b100k\repeat_02_tag_serial.txt,D:\Coursework\wcnes-project2026\automation\results\20260421_015611\raw\d34_d32_b100k\repeat_02_receiver_raw.txt,from_summary,ok,,200,200,200,40,200,0.2,0.026160714285714287,-90.275
20260421_015611,2,d36_d32_b100k,36,32,100000,200,180,2453688903,228515,99975,541666,D:\Coursework\wcnes-project2026\automation\results\20260421_015611\raw\d36_d32_b100k\repeat_02_tag_serial.txt,D:\Coursework\wcnes-project2026\automation\results\20260421_015611\raw\d36_d32_b100k\repeat_02_receiver_raw.txt,from_summary,ok,,200,200,200,30,200,0.15,0.021026785714285713,-91.31
20260421_015611,2,d36_d34_b100k,36,34,100000,200,180,2453574249,114257,99975,325000,D:\Coursework\wcnes-project2026\automation\results\20260421_015611\raw\d36_d34_b100k\repeat_02_tag_serial.txt,D:\Coursework\wcnes-project2026\automation\results\20260421_015611\raw\d36_d34_b100k\repeat_02_receiver_raw.txt,from_summary,ok,,200,200,200,49,200,0.245,0.024598214285714286,-90.74
20260421_015611,3,d18_d16_b100k,18,16,100000,200,180,2457378082,457031,99975,812500,D:\Coursework\wcnes-project2026\automation\results\20260421_015611\raw\d18_d16_b100k\repeat_03_tag_serial.txt,D:\Coursework\wcnes-project2026\automation\results\20260421_015611\raw\d18_d16_b100k\repeat_03_receiver_raw.txt,from_summary,ok,,200,200,200,52,200,0.26,0.04629464285714286,-93.415
20260421_015611,3,d20_d18_b100k,20,18,100000,200,180,2456596923,355468,99975,812500,D:\Coursework\wcnes-project2026\automation\results\20260421_015611\raw\d20_d18_b100k\repeat_03_tag_serial.txt,D:\Coursework\wcnes-project2026\automation\results\20260421_015611\raw\d20_d18_b100k\repeat_03_receiver_raw.txt,from_summary,ok,,200,200,200,55,200,0.275,0.040535714285714286,-91.165
20260421_015611,3,d22_d20_b100k,22,20,100000,200,180,2455965728,304687,99975,812500,D:\Coursework\wcnes-project2026\automation\results\20260421_015611\raw\d22_d20_b100k\repeat_03_tag_serial.txt,D:\Coursework\wcnes-project2026\automation\results\20260421_015611\raw\d22_d20_b100k\repeat_03_receiver_raw.txt,from_summary,ok,,200,200,200,70,200,0.35,0.055223214285714285,-90.26
20260421_015611,3,d24_d22_b100k,24,22,100000,200,180,2455444824,253906,99975,650000,D:\Coursework\wcnes-project2026\automation\results\20260421_015611\raw\d24_d22_b100k\repeat_03_tag_serial.txt,D:\Coursework\wcnes-project2026\automation\results\20260421_015611\raw\d24_d22_b100k\repeat_03_receiver_raw.txt,from_summary,ok,,200,200,200,39,200,0.195,0.03566964285714286,-90.215
20260421_015611,3,d26_d22_b100k,26,22,100000,200,180,2455244476,457031,99975,812500,D:\Coursework\wcnes-project2026\automation\results\20260421_015611\raw\d26_d22_b100k\repeat_03_tag_serial.txt,D:\Coursework\wcnes-project2026\automation\results\20260421_015611\raw\d26_d22_b100k\repeat_03_receiver_raw.txt,from_summary,ok,,200,200,200,46,200,0.23,0.045714285714285714,-93.035
20260421_015611,3,d26_d24_b100k,26,24,100000,200,180,2455007629,203125,99975,541666,D:\Coursework\wcnes-project2026\automation\results\20260421_015611\raw\d26_d24_b100k\repeat_03_tag_serial.txt,D:\Coursework\wcnes-project2026\automation\results\20260421_015611\raw\d26_d24_b100k\repeat_03_receiver_raw.txt,from_summary,ok,,200,200,200,35,200,0.175,0.028214285714285713,-90.615
20260421_015611,3,d28_d24_b100k,28,24,100000,200,180,2454836242,380859,99975,812500,D:\Coursework\wcnes-project2026\automation\results\20260421_015611\raw\d28_d24_b100k\repeat_03_tag_serial.txt,D:\Coursework\wcnes-project2026\automation\results\20260421_015611\raw\d28_d24_b100k\repeat_03_receiver_raw.txt,from_summary,ok,,200,200,200,58,200,0.29,0.05410714285714286,-91.295
20260421_015611,3,d28_d26_b100k,28,26,100000,200,180,2454635894,177734,99975,464285,D:\Coursework\wcnes-project2026\automation\results\20260421_015611\raw\d28_d26_b100k\repeat_03_tag_serial.txt,D:\Coursework\wcnes-project2026\automation\results\20260421_015611\raw\d28_d26_b100k\repeat_03_receiver_raw.txt,from_summary,ok,,200,200,200,31,200,0.155,0.021651785714285714,-91.205
20260421_015611,3,d30_d26_b100k,30,26,100000,200,180,2454487121,330078,99975,812500,D:\Coursework\wcnes-project2026\automation\results\20260421_015611\raw\d30_d26_b100k\repeat_03_tag_serial.txt,D:\Coursework\wcnes-project2026\automation\results\20260421_015611\raw\d30_d26_b100k\repeat_03_receiver_raw.txt,from_summary,ok,,200,200,200,42,200,0.21,0.028660714285714286,-90.775
20260421_015611,3,d32_d26_b100k,32,26,100000,200,180,2454356597,457031,99975,812500,D:\Coursework\wcnes-project2026\automation\results\20260421_015611\raw\d32_d26_b100k\repeat_03_tag_serial.txt,D:\Coursework\wcnes-project2026\automation\results\20260421_015611\raw\d32_d26_b100k\repeat_03_receiver_raw.txt,from_summary,ok,,200,200,200,77,200,0.385,0.05316964285714286,-92.705
20260421_015611,3,d30_d28_b100k,30,28,100000,200,180,2454315338,152343,99975,406250,D:\Coursework\wcnes-project2026\automation\results\20260421_015611\raw\d30_d28_b100k\repeat_03_tag_serial.txt,D:\Coursework\wcnes-project2026\automation\results\20260421_015611\raw\d30_d28_b100k\repeat_03_receiver_raw.txt,from_summary,ok,,200,200,200,65,200,0.325,0.037455357142857144,-90.81
20260421_015611,3,d32_d28_b100k,32,28,100000,200,180,2454185211,279296,99975,812500,D:\Coursework\wcnes-project2026\automation\results\20260421_015611\raw\d32_d28_b100k\repeat_03_tag_serial.txt,D:\Coursework\wcnes-project2026\automation\results\20260421_015611\raw\d32_d28_b100k\repeat_03_receiver_raw.txt,from_summary,ok,,200,200,200,58,200,0.29,0.046160714285714284,-90.575
20260421_015611,3,d34_d28_b100k,34,28,100000,200,180,2454070159,406250,99975,812500,D:\Coursework\wcnes-project2026\automation\results\20260421_015611\raw\d34_d28_b100k\repeat_03_tag_serial.txt,D:\Coursework\wcnes-project2026\automation\results\20260421_015611\raw\d34_d28_b100k\repeat_03_receiver_raw.txt,from_summary,ok,,200,200,200,87,200,0.435,0.06482142857142857,-91.85
20260421_015611,3,d32_d30_b100k,32,30,100000,200,180,2454036437,139648,99975,406250,D:\Coursework\wcnes-project2026\automation\results\20260421_015611\raw\d32_d30_b100k\repeat_03_tag_serial.txt,D:\Coursework\wcnes-project2026\automation\results\20260421_015611\raw\d32_d30_b100k\repeat_03_receiver_raw.txt,from_summary,ok,,200,200,200,60,200,0.3,0.03848214285714286,-90.53
20260421_015611,3,d34_d30_b100k,34,30,100000,200,180,2453921386,253906,99975,650000,D:\Coursework\wcnes-project2026\automation\results\20260421_015611\raw\d34_d30_b100k\repeat_03_tag_serial.txt,D:\Coursework\wcnes-project2026\automation\results\20260421_015611\raw\d34_d30_b100k\repeat_03_receiver_raw.txt,from_summary,ok,,200,200,200,47,200,0.235,0.036830357142857144,-90.275
20260421_015611,3,d36_d30_b100k,36,30,100000,200,180,2453819427,355468,99975,812500,D:\Coursework\wcnes-project2026\automation\results\20260421_015611\raw\d36_d30_b100k\repeat_03_tag_serial.txt,D:\Coursework\wcnes-project2026\automation\results\20260421_015611\raw\d36_d30_b100k\repeat_03_receiver_raw.txt,from_summary,ok,,200,200,200,56,200,0.28,0.04598214285714286,-91.195
20260421_015611,3,d34_d32_b100k,34,32,100000,200,180,2453791259,126953,99975,406250,D:\Coursework\wcnes-project2026\automation\results\20260421_015611\raw\d34_d32_b100k\repeat_03_tag_serial.txt,D:\Coursework\wcnes-project2026\automation\results\20260421_015611\raw\d34_d32_b100k\repeat_03_receiver_raw.txt,from_summary,ok,,200,200,200,30,200,0.15,0.02107142857142857,-89.955
20260421_015611,3,d36_d32_b100k,36,32,100000,200,180,2453688903,228515,99975,541666,D:\Coursework\wcnes-project2026\automation\results\20260421_015611\raw\d36_d32_b100k\repeat_03_tag_serial.txt,D:\Coursework\wcnes-project2026\automation\results\20260421_015611\raw\d36_d32_b100k\repeat_03_receiver_raw.txt,from_summary,ok,,200,200,200,28,200,0.14,0.02857142857142857,-91.185
20260421_015611,3,d36_d34_b100k,36,34,100000,200,180,2453574249,114257,99975,325000,D:\Coursework\wcnes-project2026\automation\results\20260421_015611\raw\d36_d34_b100k\repeat_03_tag_serial.txt,D:\Coursework\wcnes-project2026\automation\results\20260421_015611\raw\d36_d34_b100k\repeat_03_receiver_raw.txt,from_summary,ok,,200,200,200,36,200,0.18,0.026830357142857142,-90.6
20260421_015611,4,d18_d16_b100k,18,16,100000,200,180,2457378082,457031,99975,812500,D:\Coursework\wcnes-project2026\automation\results\20260421_015611\raw\d18_d16_b100k\repeat_04_tag_serial.txt,D:\Coursework\wcnes-project2026\automation\results\20260421_015611\raw\d18_d16_b100k\repeat_04_receiver_raw.txt,from_summary,ok,,200,200,200,49,200,0.245,0.05174107142857143,-93.03
20260421_015611,4,d20_d18_b100k,20,18,100000,200,180,2456596923,355468,99975,812500,D:\Coursework\wcnes-project2026\automation\results\20260421_015611\raw\d20_d18_b100k\repeat_04_tag_serial.txt,D:\Coursework\wcnes-project2026\automation\results\20260421_015611\raw\d20_d18_b100k\repeat_04_receiver_raw.txt,from_summary,ok,,200,200,200,54,200,0.27,0.045892857142857145,-91.115
20260421_015611,4,d22_d20_b100k,22,20,100000,200,180,2455965728,304687,99975,812500,D:\Coursework\wcnes-project2026\automation\results\20260421_015611\raw\d22_d20_b100k\repeat_04_tag_serial.txt,D:\Coursework\wcnes-project2026\automation\results\20260421_015611\raw\d22_d20_b100k\repeat_04_receiver_raw.txt,from_summary,ok,,200,200,200,75,200,0.375,0.0628125,-90.92
20260421_015611,4,d24_d22_b100k,24,22,100000,200,180,2455444824,253906,99975,650000,D:\Coursework\wcnes-project2026\automation\results\20260421_015611\raw\d24_d22_b100k\repeat_04_tag_serial.txt,D:\Coursework\wcnes-project2026\automation\results\20260421_015611\raw\d24_d22_b100k\repeat_04_receiver_raw.txt,from_summary,ok,,200,200,200,46,200,0.23,0.036875,-90.12
20260421_015611,4,d26_d22_b100k,26,22,100000,200,180,2455244476,457031,99975,812500,D:\Coursework\wcnes-project2026\automation\results\20260421_015611\raw\d26_d22_b100k\repeat_04_tag_serial.txt,D:\Coursework\wcnes-project2026\automation\results\20260421_015611\raw\d26_d22_b100k\repeat_04_receiver_raw.txt,from_summary,ok,,200,200,200,59,200,0.295,0.046160714285714284,-94.025
20260421_015611,4,d26_d24_b100k,26,24,100000,200,180,2455007629,203125,99975,541666,D:\Coursework\wcnes-project2026\automation\results\20260421_015611\raw\d26_d24_b100k\repeat_04_tag_serial.txt,D:\Coursework\wcnes-project2026\automation\results\20260421_015611\raw\d26_d24_b100k\repeat_04_receiver_raw.txt,from_summary,ok,,200,200,200,45,200,0.225,0.03080357142857143,-90.485
20260421_015611,4,d28_d24_b100k,28,24,100000,200,180,2454836242,380859,99975,812500,D:\Coursework\wcnes-project2026\automation\results\20260421_015611\raw\d28_d24_b100k\repeat_04_tag_serial.txt,D:\Coursework\wcnes-project2026\automation\results\20260421_015611\raw\d28_d24_b100k\repeat_04_receiver_raw.txt,from_summary,ok,,200,200,200,59,200,0.295,0.055,-91.75
20260421_015611,4,d28_d26_b100k,28,26,100000,200,180,2454635894,177734,99975,464285,D:\Coursework\wcnes-project2026\automation\results\20260421_015611\raw\d28_d26_b100k\repeat_04_tag_serial.txt,D:\Coursework\wcnes-project2026\automation\results\20260421_015611\raw\d28_d26_b100k\repeat_04_receiver_raw.txt,from_summary,ok,,200,200,200,30,200,0.15,0.019196428571428573,-91.375
20260421_015611,4,d30_d26_b100k,30,26,100000,200,180,2454487121,330078,99975,812500,D:\Coursework\wcnes-project2026\automation\results\20260421_015611\raw\d30_d26_b100k\repeat_04_tag_serial.txt,D:\Coursework\wcnes-project2026\automation\results\20260421_015611\raw\d30_d26_b100k\repeat_04_receiver_raw.txt,from_summary,ok,,200,200,200,55,200,0.275,0.0475,-90.865
20260421_015611,4,d32_d26_b100k,32,26,100000,200,180,2454356597,457031,99975,812500,D:\Coursework\wcnes-project2026\automation\results\20260421_015611\raw\d32_d26_b100k\repeat_04_tag_serial.txt,D:\Coursework\wcnes-project2026\automation\results\20260421_015611\raw\d32_d26_b100k\repeat_04_receiver_raw.txt,from_summary,ok,,200,200,200,79,200,0.395,0.0528125,-93.15
20260421_015611,4,d30_d28_b100k,30,28,100000,200,180,2454315338,152343,99975,406250,D:\Coursework\wcnes-project2026\automation\results\20260421_015611\raw\d30_d28_b100k\repeat_04_tag_serial.txt,D:\Coursework\wcnes-project2026\automation\results\20260421_015611\raw\d30_d28_b100k\repeat_04_receiver_raw.txt,from_summary,ok,,200,200,200,57,200,0.285,0.038035714285714284,-91.52
20260421_015611,4,d32_d28_b100k,32,28,100000,200,180,2454185211,279296,99975,812500,D:\Coursework\wcnes-project2026\automation\results\20260421_015611\raw\d32_d28_b100k\repeat_04_tag_serial.txt,D:\Coursework\wcnes-project2026\automation\results\20260421_015611\raw\d32_d28_b100k\repeat_04_receiver_raw.txt,from_summary,ok,,200,200,200,65,200,0.325,0.039419642857142854,-90.43
